,Unnamed: 0,Album,Artist
885,717,"Symphony No. 3: Symphony of Sorrowful Songs, Op. 36",Polish National Radio Symphony Orchestra / Krzysztof Penderecki / Beth GibbonsNarodowa Orkiestra Symfoniczna Polskiego Radia w KatowicachKrzysztof PendereckiBeth Gibbons
886,718,I'll Take Care of You,Mark Lanegan
887,719,"I'm Wide Awake, It's Morning",Bright Eyes
888,720,Vol 3: Dance of Death & Other Plantation Favorites,John Fahey
889,721,"Javanese Court Gamelan From the Pura Paku Alaman, Jogyakarta",K.R.T. Wasitodiningrat
890,722,Living Eyes,Radio Birdman
891,723,Slow Riot for New Zerø Kanada E.P.,Godspeed You Black Emperor!
892,724,Space Oddity / Moonage Daydream / Life on Mars / It Ain't Easy,David Bowie
893,725,Wuthering Heights / The Man With the Child in His Eyes / Moving / Oh to Be in Love,Kate Bush
894,726,Licht und Blindheit,Joy Division
895,727,Solace,Earl Sweatshirt
896,728,What Does Your Soul Look Like,DJ Shadow
897,729,Lorelei,Cocteau Twins
898,730,"Babe, I'm Gonna Leave You / Dazed and Confused",Led Zeppelin
899,731,Shutout E.P.,The Walker Brothers
900,732,Tremolo E.P.,My Bloody Valentine
901,733,Outside Your Room EP,Slowdive
902,734,You Will Never Know Why Outtakes,Sweet Trip
903,735,The Sisters EP,Pulp
904,736,Steroids (Crouching Tiger Hidden Gabber Megamix),Death Grips
905,737,The Money Store: First 6 Tracks,Death Grips
906,738,Carry the Zero,Built to Spill
907,739,B Stiff,Devo
908,740,Fluorescences,Stereolab
909,741,Creeping Death / Jump in the Fire,Metallica
910,742,See Emily Play,Pink Floyd
911,743,1981-1982,New Order
912,744,Halfway to a Threeway,Jim O'Rourke
913,745,Dog on Wheels,Belle & Sebastian
914,746,Veritas Diaboli Manet in Aeternum: Chaining the Katechon,Deathspell Omega
915,747,Datapanik in the Year Zero,Pere Ubu
916,748,Najebawszy,Smarki Smark
917,749,Blackland Radio 666: Pt. 2 - Episode 1,SpaceGhostPurrp AKA Purrple Haze
918,750,Jeromes Dream / Orchid,Jeromes Dream / Orchid
919,751,Joanna Newsom & the Ys Street Band E.P.,Joanna Newsom
920,752,3.. 6.. 9 Seconds of Light,Belle & Sebastian
921,753,Lesson No. 1,Glenn Branca
922,754,Okumay,Brave Little Abacus
923,755,Never Lose That Feeling,Swervedriver
924,756,25 O'Clock,The Dukes of Stratosphear
925,757,Gravest Hits,The Cramps
926,758,E·MO·TION: Side B,Carly Rae Jepsen
927,759,Dead Bergeron,Harrison Bergeron
928,760,Jenny Ondioline,Stereolab
929,761,Maple Leaves,Rocky Dennis
930,762,Planisphère,Justice
931,763,Poguetry in Motion,The Pogues
932,764,All Delighted People EP,Sufjan Stevens
933,765,The Peel Sessions,Joy Division
934,766,TA13OO: Act 3,Denzel Curry
935,767,Mekano / Contakt / Slogun,SPK
936,768,Super Roots 7,Boredoms
937,769,The Peel Sessions,Joy Division
938,770,Horror Business,The Misfits
939,771,ナイト・オン・ザ・サン (Night on the Sun),モデスト・マウス
940,772,Music for Nurses EP,Oceansize
941,773,Holding Our Breath,Slowdive
942,774,Stormvold,Molested
943,775,Today Forever,Ride
944,776,"Come, Reap",The Devil's Blood
945,777,Against Me! Acoustic EP,Against Me!
946,778,Farce,Rudimentary Peni
947,779,Panaramic Twilight,Timeghoul
948,780,Some Candy Talking E.P.,The Jesus and Mary Chain
949,781,Larry Bird Season,SpaceGhostPurrp
950,782,Siah and Yeshua Dapo ED,Siah and Yeshua Dapo EDSiahYeshua Dapo ED
951,783,Art of Life,X Japan
952,784,The Verve E.P.,Verve
953,785,Lucifer Over London,Current 93
954,786,Expurse of Sodomy,Sodom
955,787,Black Sheep Boy Appendix ,Okkervil River
956,788,Truant / Rough Sleeper,Burial
957,789,St. Valentine's Day Massacre,MotörheadGirlschoolMotörheadGirlschool
958,790,Partita for 8 Voices,Roomful of Teeth
959,791,Airbag / How Am I Driving?,Radiohead
960,792,Novej kalhnjënno,Trhä
961,793,Nature Tapes EP,Lemon Demon
962,794,Eldorado,Neil Young
963,795,Strobo Trip,The Flaming Lips
964,796,Flag of Hate,Kreator
965,797,I'm Sick of You!,Iggy and the Stooges
966,798,In My Eyes,Minor Threat
967,799,Emma's House,The Field Mice
968,800,Tony Fletcher Walked on Water.... La La La La La-La La-La-La,The Chameleons
969,801,Merkinball,Pearl Jam
970,802,The Art of War,Vader
971,803,Ice Hockey Hair EP,Super Furry Animals
972,804,草木萌動 (Sōmoku hōdō),長谷川白紙 [Hakushi Hasegawa]
973,805,Siege [Drop Dead],Siege
974,806,Morningrise,Slowdive
975,807,The $5.98 E.P.: Garage Days Re-Revisited,Metallica
976,808,Autumn Equinox: Amethyst Deceivers,Coil
977,809,"Love Is Hell, Pt. 1",Ryan Adams
978,810,All Hallow's E.P.,AFI
979,811,Second Language,Disco Inferno
980,812,Champion Versions,The Beta Band
981,813,Lazy Line Painter Jane,Belle and Sebastian
982,814,Mentally Murdered,Napalm Death
983,815,Purifying Consecrated Ground,Dead Congregation
984,816,Emperor's Return,Celtic Frost
985,817,Convocation of Crawling Chaos,Cruciamentum
986,818,Tulimyrsky EP,Moonsorrow
987,819,Incantation,Grotesque
988,820,Triumph Through Spears of Sacrilege,دمار [Damaar]
989,821,The Cost of Living E.P.,Clash
990,822,Crime as Forgiven By...,Against Me!
991,823,Sounds of Decay,Katatonia
992,824,Retribution for the Dead,Autopsy
993,825,Blue Thunder,Galaxie 500
994,826,Kicking Cars,Panchiko
995,827,Sunburst and Snowblind,Cocteau Twins
996,828,GBG 1982,Skitslickers
997,829,Ortodossia,CCCP Fedeli alla Linea
998,830,Act 1: Eternal Sunshine (The Pledge),Jay Electronica
999,831,Amusing the Amazing,Slo Burn
1000,832,The Aurora Veil,Ne Obliviscaris
1001,833,Archers of Loaf vs The Greatest of All Time,Archers of Loaf
1002,834,Analord 10,Aphex Twin
1003,835,Dixie-Narco EP,Primal Scream
1004,836,Symphonaire Infernus Et Spera Empyrium,My Dying Bride
1005,837,Explosions in the Glass Palace,Rain Parade
1006,838,No Surprises / Running From Demons,Radiohead
1007,839,Fight Back,Discharge
1008,840,Cerulean Salvation,Tomb Mold
1009,841,Margin Walker,Fugazi
1010,842,Bingo-Master's Break-Out!,The Fall
1011,843,I Have a Special Plan for This World,Current 93
1012,844,Plays John Cassavetes,Ekkehard Ehlers
1013,845,爆裂トリコさん (Bakuretsu tricot san),tricot
1014,846,The Soundhouse Tapes,Iron Maiden
1015,847,Hormoaning,Nirvana
1016,848,거울의 숲,그림자 공동체 [Shadow Community]
1017,849,3 Hits From Hell,The Misfits
1018,850,Rudimentary Peni,Rudimentary Peni
1019,851,Ship-Scope / Plug and Delay / Rainstick / The Red Line,Shinichi Atobe
1020,852,Tumultuous Travelings,Timeghoul
1021,853,Dials / Crushed / The High Monkey-Monk / Oomingmak,Cocteau Twins
1022,854,Simple Headphone Mind,Stereolab & Nurse With Wound
1023,855,"I Just Don't Wanna Name It Anything With ""Beach"" in the Title",Osno1
1024,856,Missing: The Remix EP,Everything but the Girl
1025,857,Kyuss / Queens of the Stone Age,Kyuss / Queens of the Stone Age
1026,858,Resurrection,Sadistic Intent
1027,859,Throw Aggi Off the Bridge,Black Tambourine
1028,860,"Mount Eerie, Parts 6 & 7",Mount Eerie
1029,861,8 Outtakes From Amnesiac,Radiohead
1030,862,EP II,Carpenter Brut
1031,863,Unholy Domain,Demigod
1032,864,Dirty Rotten EP,D.R.I.
1033,865,Police Bastard,Doom
1034,866,Gamera,Tortoise
1035,867,Hangable Auto Bulb EP.2,AFX
1036,868,An Ideal for Living,Joy Division
1037,869,Tamlin,Current 93
1038,870,渦になる (Uzu ni naru),きのこ帝国 [Kinoko Teikoku]
1039,871,Ruines humaines,Amesoeurs
1040,872,In the Sign of Evil,Sodom
1041,873,"Love Is Hell, Pt. 2",Ryan Adams
1042,874,For Cameron,Merchant Ships
1043,875,Jonathan David,Belle & Sebastian
1044,876,This Is Just a Modern Rock Song,Belle and Sebastian
1045,877,M4,Maurizio
1046,878,Exmilitary,Death Grips
1047,879,Crack Cloud$ Over Arts Kitchen,Black Kray
1048,880,[][][][][][][][][][][][][[][][][][][][[][[[][]][[][][][][]][]][][][][][]][][]][]­[][][][][][][]][]][][][]. PART666% Yayayayay Original Is 666% of This. Read Me U Lazyfuck U Pig Fuck. Bitchfuck Me. Pornstarsdonehate. Amateurporngodnevacummingsoon윌셔룸쌀롱,Yayayi
1049,881,We Got It 4 Cheap Vol. 2,Clipse
1050,882,Veneno,SpaceGhostPurrp
1051,883,Vicki Leekx,VICKI LEEKX
1052,884,Dark Angel Instrumentals,SpaceGhostPurrp
1053,885,Da Drought 3,Lil' Wayne
1054,886,LiveLoveA$AP,A$AP Rocky
1055,887,Vol. 3 Spring Mix '95,DJ Paul & Juicy J
1056,888,Dedication 2: Gangsta Grillz,Lil Wayne
1057,889,Rich Gang: Tha Tour Part 1,Rich Gang
1058,890,Grave House,Sematary & Ghost Mountain
1059,891,$vlena Gxmez Trvphov$$E Tvpe (T X P $ E),Black K R V Y
1060,892,Goth Luv,Black Kray
1061,893,G.O.A.T,Conway
1062,894,"No, My Name Is Jeffery",Young Thug
1063,895,Where We Come From (CHICAGOxLONDON Mixtape),Makaya McCraven
1064,896,The Chitlin Circuit 1.5,Little Brother
1065,897,Well Isn't This Awkward,Charles Hamilton
1066,898,High the Lon35tarr Mixtape 2016-2017,Yung Hi C ^_^
1067,899,Silica Gel,Bodyguard
1068,900,BMB Deathrow 2k18,BMB Deathrow
1069,901,AmeriKKKan Korruption,Capital Steez
1070,902,PLAA3: Back to the Streets,Khontkar
1071,903,Fahrenheit 1/15 Volume 2: Revenge of the Nerds,Lupe Fiasco
1072,904,(Part 2) Da Exorcist,DJ Paul & Juicy J
1073,905,It Is What It Is,Naked Flames
1074,906,Hundred Acre Wrist Hosted by DJ Sorrow,Sematary & Ghost Mountain
1075,907,Communist Slow Jams,JPEGMAFIA
1076,908,2049 (Deluxe Edition),Toasty Digital
1077,909,Spiraling Blacklight Party,Glitter Fortress
1078,910,2 Cups Pt. 2,Young Pappy
1079,911,Panopticon!,dreamcrusher
1080,912,Blvcklvnd Rvdix 66.6 (1991),SPVCXGHXZTPVRRP (SpaceGhostPurrp)
1081,913,ส (Tiger),Thaiboy Digital
1082,914,2 Cups Pt. 1,Young Pappy
1083,915,Better Off Dead,Flatbush Zombies
1084,916,VAMPIRE LIFE THE MIXTAPE (FREE JIM JONES MIXTAPE),Vampire Money
1085,917,"Músicas para drift, Volume II",Yung Buda
1086,918,City of Doves,Black Kray
1087,919,Live at the Liquid Room - Tokyo,Jeff Mills
1088,920,Bigtyme Vol II: All Screwed Up,DJ Screw
1089,921,Live at the Paradise Garage,Larry Levan
1090,922,3 'n the Mornin': Part Two [Blue],DJ Screw
1091,923,Boiler Room London DJ Set,Frankie Knuckles
1092,924,Welcome to Warp Zone!,Nmesh
1093,925,Essential Mix,Nicolás Jaar
1094,926,"Secret Sky Set, May 9, 2020",Porter Robinson
1095,927,The K&D Sessions™,Kruder Dorfmeister
1096,928,Endonesia,DJ Screw
1097,929,Super Eurobeat Presents Initial D ~D Non-Stop Mega Mix~,横田聡 [Akira Yokota] & Tetsuya Tamura
1098,930,A Monstrous Psychedelic Bubble Vol. 2: Pagan Love Vibrations,Amorphous Androgynous
1099,931,A Monstrous Psychedelic Bubble Vol 1: Cosmic Space Music,Amorphous Androgynous
1100,932,El sueño del forastero,E+E
1101,933,A Monstrous Psychedelic Bubble Exploding in Your Mind Vol.3: The 3rd Ear,Amorphous Androgynous
1102,934,The Trip: Created by Saint Etienne,Saint Etienne
1103,935,DJ Harvey Live at Rumors,DJ Harvey
1104,936,Good Music Cuisine - Ristorante Nujabes,Nujabes
1105,937,Biomechanik2,Manu Le Malin
1106,938,End of the Fucking World,DJ Tron
1107,939,Jungle Spliff,DJ Jeffee
1108,940,Warp Tapes 89-93,Autechre
1109,941,Boiler Room NYC DJ Set at Clown & Sunset x RBMA Takeover,Nicolás Jaar
1110,942,Histoire de Melody Vannier,Andy Votel
1111,943,Late Night Fuckin' Yo Bitch,DJ Screw
1112,944,Northern Exposure,Sasha and John Digweed
1113,945,West End Records: 25th Anniversary Edition Mastermix,Masters at Work
1114,946,Yonderdome Decade -10 Years of DJ Sharpnel-,DJ Sharpnel
1115,947,Brainfreeze,DJ Shadow & Cut Chemist
1116,948,SEWAGEBIPOLAR (mrk90v2when megamix),Sewerslvt
1117,949,Chapter 119: No Drank,DJ Screw
1118,950,Aquaphoria,Kelela & Asmara
1119,951,Moodymann Collection,Moodymann
1120,952,Planetary Natural Love Gas Webbin' 199999,DJ 光光光 [DJ Pica Pica Pica]
1121,953,"(Hard Set), April '94",Fabio
1122,954,Renaissance: The Mix Collection,Sasha & John Digweed
1123,955,HBA Galvanize,Wench
1124,956,Traumprinz B2B DJ Metatron Live at Planet Uterus,Secret GuestTraumprinzDJ Metatron
1125,957,Straight Up Detroit Shit Vol. 2,DJ Assault
1126,958,Sessions Eight,Todd Terry
1127,959,Unpolished 2018,Perc
1128,960,Witness the Strength '95,Dieselboy
1129,961,"Dubstep Allstars, Vol.02",Youngsta
1130,962,United in Flames 23/10/2018,Malibu & Femi
1131,963,Essential Mix,Flying Lotus
1132,964,Balance 014,Joris Voorn
1133,965,Essential Mix,Helena Hauff
1134,966,Surf Gang (Evilgiane & Eera),Surf Gang
1135,967,By the Time I Get to Phoemix,Injury Reserve
1136,968,Off the Chain for the Y2K,DJ Assault
1137,969,Los perdidos: Una compilación,Silent Servant
1138,970,Autechre Radio - Sat 02 Mar 2013,Autechre
1139,971,Drug Store Core Boy,La Peste
1140,972,Jaylib vs. J-Rocc,Jaylib vs J-Rocc
1141,973,Plots & Schemes,DJ Screw
1142,974,Ashview Heights Legend,SpaceGhoztPurrp
1143,975,Product Placement,DJ Shadow & Cut Chemist
1144,976,RA.276,Alva Noto
1145,977,Planet Lonely,DJ Healer
1146,978,Sleepwalk: A Selection by Optimo (Espacio),Optimo
1147,979,DJ Sabrina the Teenage DJ's Life Fast Lite,DJ Sabrina the Teenage DJ
1148,980,Essential Mix,Skee Mask
1149,981,Liquid Anthems,Jade
1150,982,DJ-Kicks,Daddy G
1151,983,"Thank You Jay Dee, Act 2",J.Rocc
1152,984,Laboratoire Mix,Laurent Garnier
1153,985,Where They At?: NOLA Bounce Rap,DJ Kid Slizzard
1154,986,Elite Sounds,Gachet
1155,987,Strange Games and Things,DJ Spinna
1156,988,Live in the Boiler Room,SOPHIE
